#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
chr1	8250000	8500000	0.496756	0.503244	61866	63517	62294	62323	0	0	250000
chr1	8500000	8750000	0.497864	0.502136	64650	62948	62586	59816	0	0	250000
chr1	8750000	9000000	0.537920	0.461680	64811	57584	57836	69669	100	0	250000
chr1	9000000	9250000	0.566080	0.433920	67012	52809	55671	74508	0	0	250000
chr1	9250000	9500000	0.532524	0.467476	61495	57135	59734	71636	0	0	250000
chr1	9500000	9750000	0.452200	0.547800	58219	70563	66387	54831	0	0	250000
chr1	9750000	10000000	0.505088	0.494512	64974	61158	62470	61298	100	0	250000
chr1	10000000	10250000	0.527428	0.472572	65780	57922	60221	66077	0	0	250000
chr1	10250000	10500000	0.493156	0.506844	61277	63765	62946	62012	0	0	250000
chr1	10500000	10750000	0.474132	0.525424	59323	65903	65453	59210	111	0	250000
chr1	10750000	11000000	0.489092	0.510908	58302	63867	63860	63971	0	0	250000
chr1	11000000	11250000	0.538488	0.461512	62808	55623	59755	71814	0	0	250000
chr1	11250000	11500000	0.529272	0.470728	64212	58154	59528	68106	0	0	250000
chr1	11500000	11750000	0.544924	0.454276	67743	55965	57604	68488	200	0	250000
chr1	11750000	12000000	0.525980	0.474020	65881	59854	58651	65614	0	0	250000
chr1	12000000	12250000	0.566680	0.433320	66198	52836	55494	75472	0	0	250000
chr1	12250000	12500000	0.566164	0.433836	68194	52852	55607	73347	0	0	250000
chr1	12500000	12750000	0.577268	0.421744	70099	51936	53500	74218	247	0	250000
chr1	12750000	13000000	0.566448	0.433552	72707	54516	53872	68905	0	0	250000
chr1	13000000	13250000	0.530568	0.469432	64925	58223	59135	67717	0	0	250000
chr1	13250000	13500000	0.492112	0.507888	60921	62738	64234	62107	0	0	250000
chr1	13500000	13750000	0.524868	0.475132	64764	58823	59960	66453	0	0	250000
chr1	13750000	14000000	0.495172	0.504028	64785	63685	62322	59008	200	0	250000
chr1	14000000	14250000	0.522380	0.477620	63330	59645	59760	67265	0	0	250000
chr1	14250000	14500000	0.527188	0.472812	64509	58780	59423	67288	0	0	250000
chr1	14500000	14750000	0.465356	0.534644	59450	67731	65930	56889	0	0	250000
chr1	14750000	15000000	0.529460	0.470140	65742	58677	58858	66623	100	0	250000
chr1	15000000	15250000	0.485824	0.507708	59172	63003	63924	62284	1617	0	250000
chr1	15250000	15500000	0.495084	0.504248	61385	62001	64061	62386	167	0	250000
chr1	15500000	15750000	0.504608	0.494992	62948	61462	62286	63204	100	0	250000
chr1	15750000	16000000	0.468852	0.531148	54692	63464	69323	62521	0	0	250000
chr1	16000000	16250000	0.518392	0.481608	60942	59634	60768	68656	0	0	250000
chr1	16250000	16500000	0.505448	0.494552	61235	60459	63179	65127	0	0	250000
chr1	16500000	16750000	0.514060	0.485940	65530	61564	59921	62985	0	0	250000
chr1	16750000	17000000	0.502968	0.496632	65329	61434	62724	60413	100	0	250000
chr1	17000000	17250000	0.493104	0.506896	65545	65767	60957	57731	0	0	250000
chr1	17250000	17500000	0.534724	0.465276	72897	59690	56629	60784	0	0	250000
chr1	17500000	17750000	0.504996	0.495004	66301	62780	60971	59948	0	0	250000
chr1	17750000	18000000	0.521076	0.478924	63246	59841	59890	67023	0	0	250000
chr1	18000000	18250000	0.548464	0.451536	66782	55785	57099	70334	0	0	250000
chr1	18250000	18500000	0.532924	0.467076	65143	57182	59587	68088	0	0	250000
chr1	18500000	18750000	0.506160	0.493840	66350	62345	61115	60190	0	0	250000
chr1	18750000	19000000	0.508596	0.491404	66458	61209	61642	60691	0	0	250000
chr1	19000000	19250000	0.605004	0.394996	79174	50358	48391	72077	0	0	250000
chr1	19250000	19500000	0.574916	0.424684	77968	54749	51422	65761	100	0	250000
chr1	19500000	19750000	0.503132	0.496468	62163	62182	61935	63620	100	0	250000
chr1	19750000	20000000	0.506772	0.493228	67496	62225	61082	59197	0	0	250000
chr1	20000000	20250000	0.476264	0.523736	59494	65680	65254	59572	0	0	250000
chr1	20250000	20500000	0.503040	0.496960	58956	60044	64196	66804	0	0	250000
chr1	20500000	20750000	0.538156	0.461844	66499	57149	58312	68040	0	0	250000
chr1	20750000	21000000	0.476164	0.523836	59248	65256	65703	59793	0	0	250000
chr1	21000000	21250000	0.526596	0.473404	66077	58279	60072	65572	0	0	250000
chr1	21250000	21500000	0.557332	0.442544	71594	56767	53869	67739	31	0	250000
chr1	21500000	21750000	0.526740	0.473260	67167	60856	57459	64518	0	0	250000
chr1	21750000	22000000	0.519748	0.480252	63950	58765	61298	65987	0	0	250000
chr1	22000000	22250000	0.545464	0.453612	67516	56937	56466	68850	231	0	250000
chr1	22250000	22500000	0.513140	0.486860	61889	61185	60530	66396	0	0	250000
chr1	23000000	23250000	0.559868	0.440132	66703	54267	55766	73264	0	0	250000
chr1	23250000	23500000	0.480844	0.519156	60572	66286	63503	59639	0	0	250000
chr1	23500000	23750000	0.550284	0.449716	69631	57363	55066	67940	0	0	250000
chr1	23750000	24000000	0.519924	0.479676	61629	58541	61378	68352	100	0	250000
chr1	24000000	24250000	0.503280	0.496720	62978	63970	60210	62842	0	0	250000
chr1	24250000	24500000	0.514060	0.485940	66231	60516	60969	62284	0	0	250000
chr1	24500000	24750000	0.508812	0.491188	63955	61443	61354	63248	0	0	250000
chr1	24750000	25000000	0.525528	0.474472	64893	58771	59847	66489	0	0	250000
chr1	25000000	25250000	0.521740	0.478260	62505	59363	60202	67930	0	0	250000
chr1	25250000	25500000	0.496676	0.495436	61731	63615	60244	62438	1972	0	250000
chr1	25500000	25750000	0.511480	0.488520	62093	61518	60612	65777	0	0	250000
chr1	25750000	26000000	0.489612	0.509988	62483	64537	62960	59920	100	0	250000
chr1	26000000	26250000	0.547668	0.449896	67277	56236	56238	69640	609	0	250000
chr1	26250000	26500000	0.562644	0.437356	73827	54725	54614	66834	0	0	250000
chr1	26500000	26750000	0.543444	0.456556	67451	56902	57237	68410	0	0	250000
chr1	26750000	27000000	0.533424	0.466576	67246	57676	58968	66110	0	0	250000
chr1	27000000	27250000	0.521192	0.478688	63341	58381	61291	66957	30	0	250000
chr1	27250000	27500000	0.569228	0.430772	67818	52799	54894	74489	0	0	250000
chr1	27500000	27750000	0.511512	0.488488	59643	60841	61281	68235	0	0	250000
chr1	27750000	28000000	0.522356	0.477644	61937	58998	60413	68652	0	0	250000
chr1	28000000	28250000	0.525112	0.474888	64514	59254	59468	66764	0	0	250000
chr1	28250000	28500000	0.516356	0.483644	64959	60705	60206	64130	0	0	250000
chr1	28500000	28750000	0.530232	0.469768	67655	59825	57617	64903	0	0	250000
chr1	28750000	29000000	0.521488	0.478512	67211	59086	60542	63161	0	0	250000
chr1	29000000	29250000	0.483372	0.516228	63179	66452	62605	57664	100	0	250000
chr1	29250000	29500000	0.560612	0.434720	74359	55521	53159	65794	1167	0	250000
chr1	29500000	29750000	0.537920	0.462080	66055	57874	57646	68425	0	0	250000
chr1	29750000	30000000	0.494384	0.505216	61882	64024	62280	61714	100	0	250000
chr1	30000000	30250000	0.525656	0.474344	69298	60223	58363	62116	0	0	250000
chr1	30250000	30500000	0.527740	0.472260	63854	58078	59987	68081	0	0	250000
chr1	30500000	30750000	0.514176	0.485824	62829	59845	61611	65715	0	0	250000
chr1	30750000	31000000	0.510176	0.467744	62663	58467	58469	64881	5520	0	250000
chr1	31000000	31250000	0.532812	0.467188	66390	59025	57772	66813	0	0	250000
chr1	31250000	31500000	0.520800	0.478800	63467	58731	60969	66733	100	0	250000
chr1	31500000	31750000	0.554780	0.445220	69435	55126	56179	69260	0	0	250000
chr1	31750000	32000000	0.553220	0.446380	70377	54953	56642	67928	100	0	250000
chr1	32000000	32250000	0.545192	0.454808	69516	57406	56296	66782	0	0	250000
chr1	32250000	32500000	0.559088	0.440912	71576	55365	54863	68196	0	0	250000
chr1	32500000	32750000	0.570732	0.428868	75227	54383	52834	67456	100	0	250000
chr1	32750000	33000000	0.535064	0.464936	68954	60424	55810	64812	0	0	250000
chr1	33000000	33250000	0.557252	0.442748	75019	56201	54486	64294	0	0	250000
chr1	33250000	33500000	0.571700	0.427500	68924	54352	52523	74001	200	0	250000
chr1	33500000	33750000	0.597944	0.402056	73090	50725	49789	76396	0	0	250000
chr1	33750000	34000000	0.540444	0.459156	68680	58568	56221	66431	100	0	250000
chr1	34000000	34250000	0.576992	0.423008	67846	52048	53704	76402	0	0	250000
chr1	34250000	34500000	0.518588	0.480612	64124	59228	60925	65523	200	0	250000
chr1	34500000	34750000	0.505144	0.494856	60699	61827	61887	65587	0	0	250000
chr1	34750000	35000000	0.514832	0.485168	61880	60457	60835	66828	0	0	250000
chr1	35000000	35250000	0.506080	0.493920	65188	62148	61332	61332	0	0	250000
chr1	35250000	35500000	0.534204	0.465796	68738	59062	57387	64813	0	0	250000
chr1	35500000	35750000	0.520452	0.479548	67082	61785	58102	63031	0	0	250000
chr1	35750000	36000000	0.516936	0.483064	67548	61347	59419	61686	0	0	250000
chr1	36000000	36250000	0.532592	0.466608	67215	59021	57631	65933	200	0	250000
chr1	36250000	36500000	0.507964	0.492036	60997	59255	63754	65994	0	0	250000
chr1	36500000	36750000	0.573640	0.426360	71379	53770	52820	72031	0	0	250000
chr1	36750000	37000000	0.546988	0.453012	69982	57911	55342	66765	0	0	250000
chr1	37000000	37250000	0.554660	0.445340	71014	56213	55122	67651	0	0	250000
chr1	37250000	37500000	0.562156	0.437444	65843	53004	56357	74696	100	0	250000
chr1	37500000	37750000	0.560496	0.439504	68095	53514	56362	72029	0	0	250000
chr1	37750000	38000000	0.517548	0.482452	64849	60503	60110	64538	0	0	250000
chr1	38000000	38250000	0.533400	0.466200	66909	58858	57692	66441	100	0	250000
chr1	38250000	38500000	0.574888	0.424712	70845	52247	53931	72877	100	0	250000
chr1	38500000	38750000	0.566448	0.433552	67841	53324	55064	73771	0	0	250000
chr1	38750000	39000000	0.556448	0.443552	68150	54964	55924	70962	0	0	250000
chr1	39000000	39250000	0.513960	0.486040	63476	60387	61123	65014	0	0	250000
chr1	39250000	39500000	0.591336	0.408664	75570	50954	51212	72264	0	0	250000
chr1	39500000	39750000	0.506788	0.493212	60265	60822	62481	66432	0	0	250000
chr1	39750000	40000000	0.502896	0.497104	63532	62663	61613	62192	0	0	250000
chr1	40000000	40250000	0.550004	0.449996	72019	58127	54372	65482	0	0	250000
chr1	40250000	40500000	0.596936	0.402664	74805	50739	49927	74429	100	0	250000
chr1	40500000	40750000	0.589524	0.410476	77921	51827	50792	69460	0	0	250000
chr1	40750000	41000000	0.597564	0.401756	74680	48874	51565	74711	170	0	250000
chr1	41000000	41250000	0.555504	0.444496	67330	54721	56403	71546	0	0	250000
chr1	41250000	41500000	0.535344	0.464656	66471	56774	59390	67365	0	0	250000
chr1	41500000	41750000	0.568952	0.431048	74365	54769	52993	67873	0	0	250000
chr1	41750000	42000000	0.518672	0.481328	64766	59957	60375	64902	0	0	250000
chr1	42000000	42250000	0.511912	0.488088	60630	58494	63528	67348	0	0	250000
chr1	42250000	42500000	0.514108	0.485892	63078	60191	61282	65449	0	0	250000
chr1	42500000	42750000	0.544788	0.455212	65487	57688	56115	70710	0	0	250000
chr1	42750000	43000000	0.547784	0.452216	70349	57130	55924	66597	0	0	250000
chr1	43000000	43250000	0.509524	0.490476	63731	61662	60957	63650	0	0	250000
chr1	43250000	43500000	0.532276	0.467324	67350	57850	58981	65719	100	0	250000
chr1	43500000	43750000	0.586432	0.413568	76872	52512	50880	69736	0	0	250000
chr1	43750000	44000000	0.559464	0.440536	72857	55771	54363	67009	0	0	250000
chr1	44000000	44250000	0.557192	0.442808	70336	55955	54747	68962	0	0	250000
chr1	44250000	44500000	0.587376	0.412624	66908	50070	53086	79936	0	0	250000
chr1	44500000	44750000	0.554888	0.445112	70794	56524	54754	67928	0	0	250000
chr1	44750000	45000000	0.506940	0.492660	60027	60857	62308	66708	100	0	250000
chr1	45000000	45250000	0.536732	0.463268	68200	58401	57416	65983	0	0	250000
chr1	45250000	45500000	0.575100	0.424900	70919	52550	53675	72856	0	0	250000
chr1	45500000	45750000	0.558860	0.440740	74170	56594	53591	65545	100	0	250000
chr1	45750000	46000000	0.526996	0.473004	62344	58373	59878	69405	0	0	250000
chr1	46000000	46250000	0.514120	0.476312	63998	58140	60938	64532	2392	0	250000
chr1	46250000	46500000	0.534020	0.465980	66845	57735	58760	66660	0	0	250000
chr1	46500000	46750000	0.599752	0.399848	76161	49775	50187	73777	100	0	250000
chr1	46750000	47000000	0.628480	0.371120	83627	47508	45272	73493	100	0	250000
chr1	47000000	47250000	0.560960	0.439040	71290	54711	55049	68950	0	0	250000
chr1	47250000	47500000	0.592452	0.407548	74839	50850	51037	73274	0	0	250000
chr1	47500000	47750000	0.612304	0.387696	78144	48687	48237	74932	0	0	250000
chr1	47750000	48000000	0.627720	0.372280	78537	47360	45710	78393	0	0	250000
chr1	48000000	48250000	0.629324	0.370676	79971	46927	45742	77360	0	0	250000
chr1	48250000	48500000	0.629696	0.370304	88308	47627	44949	69116	0	0	250000
chr1	48500000	48750000	0.584440	0.415560	71841	51470	52420	74269	0	0	250000
chr1	48750000	49000000	0.581884	0.418116	76106	52947	51582	69365	0	0	250000
chr1	49000000	49250000	0.617924	0.382076	80105	48846	46673	74376	0	0	250000
chr1	49250000	49500000	0.609824	0.389776	80189	49903	47541	72267	100	0	250000
chr1	49500000	49750000	0.577320	0.422680	71692	53994	51676	72638	0	0	250000
chr1	49750000	50000000	0.591728	0.408272	78360	52228	49840	69572	0	0	250000
chr1	50000000	50250000	0.603312	0.396688	72576	48770	50402	78252	0	0	250000
chr1	50250000	50500000	0.570064	0.429936	73678	55656	51828	68838	0	0	250000
chr1	50500000	50750000	0.589836	0.410164	69166	50263	52278	78293	0	0	250000
chr1	50750000	51000000	0.586972	0.413028	78091	52360	50897	68652	0	0	250000
chr1	51000000	51250000	0.551924	0.448076	68029	56334	55685	69952	0	0	250000
chr1	51250000	51500000	0.569948	0.430052	67628	53645	53868	74859	0	0	250000
chr1	51500000	51750000	0.533124	0.466876	65773	58304	58415	67508	0	0	250000
chr1	51750000	52000000	0.497108	0.502892	61287	63278	62445	62990	0	0	250000
chr1	52000000	52250000	0.507740	0.492260	68023	63521	59544	58912	0	0	250000
chr1	52250000	52500000	0.566392	0.433608	73088	55212	53190	68510	0	0	250000
chr1	52500000	52750000	0.525896	0.474104	66858	59044	59482	64616	0	0	250000
chr1	52750000	53000000	0.498524	0.501476	65360	64246	61123	59271	0	0	250000
chr1	53000000	53250000	0.513872	0.486128	62397	59407	62125	66071	0	0	250000
chr1	53250000	53500000	0.520052	0.479948	63846	58758	61229	66167	0	0	250000
chr1	53500000	53750000	0.590604	0.409396	76571	51420	50929	71080	0	0	250000
chr1	53750000	54000000	0.574284	0.425716	70555	51727	54702	73016	0	0	250000
chr1	54000000	54250000	0.590056	0.409944	71361	50445	52041	76153	0	0	250000
chr1	54250000	54500000	0.608076	0.391924	76216	49457	48524	75803	0	0	250000
chr1	54500000	54750000	0.606024	0.393976	77891	50063	48431	73615	0	0	250000
chr1	54750000	55000000	0.574120	0.425880	73753	54950	51520	69777	0	0	250000
chr1	55000000	55250000	0.613912	0.386088	76141	48240	48282	77337	0	0	250000
chr1	55250000	55500000	0.578836	0.421164	71465	52554	52737	73244	0	0	250000
chr1	55500000	55750000	0.589816	0.410184	75774	52498	50048	71680	0	0	250000
chr1	55750000	56000000	0.598344	0.401656	76688	51390	49024	72898	0	0	250000
chr1	56000000	56250000	0.599704	0.400296	75113	50413	49661	74813	0	0	250000
chr1	56250000	56500000	0.586620	0.413380	73585	52428	50917	73070	0	0	250000
chr1	56500000	56750000	0.585596	0.414404	75704	52500	51101	70695	0	0	250000
chr1	56750000	57000000	0.588536	0.411464	77572	52415	50451	69562	0	0	250000
chr1	57000000	57250000	0.587108	0.412892	73134	51710	51513	73643	0	0	250000
chr1	57250000	57500000	0.569272	0.430728	72647	53375	54307	69671	0	0	250000
chr1	57500000	57750000	0.595308	0.404692	73493	49505	51668	75334	0	0	250000
chr1	57750000	58000000	0.596560	0.403440	71156	49461	51399	77984	0	0	250000
chr1	58000000	58250000	0.611172	0.388828	73182	48472	48735	79611	0	0	250000
chr1	58250000	58500000	0.604952	0.394648	73060	49330	49332	78178	100	0	250000
chr1	58500000	58750000	0.626880	0.373120	76790	46707	46573	79930	0	0	250000
chr1	58750000	59000000	0.624128	0.375872	79777	47907	46061	76255	0	0	250000
chr1	59000000	59250000	0.611320	0.388680	79788	49273	47897	73042	0	0	250000
chr1	59250000	59500000	0.583904	0.416096	73693	52542	51482	72283	0	0	250000
chr1	59500000	59750000	0.611104	0.388896	73282	47003	50221	79494	0	0	250000
chr1	59750000	60000000	0.592700	0.407300	72719	50463	51362	75456	0	0	250000
chr1	60000000	60250000	0.593488	0.406512	73864	49653	51975	74508	0	0	250000
chr1	60250000	60500000	0.598144	0.401856	71811	49068	51396	77725	0	0	250000
chr1	60500000	60750000	0.536432	0.463568	66946	58125	57767	67162	0	0	250000
chr1	60750000	61000000	0.618924	0.381076	81278	48075	47194	73453	0	0	250000
chr1	61000000	61250000	0.624984	0.375016	78155	46891	46863	78091	0	0	250000
chr1	61250000	61500000	0.587704	0.411896	73123	50891	52083	73803	100	0	250000
chr1	61500000	61750000	0.597016	0.402984	77305	51141	49605	71949	0	0	250000
chr1	61750000	62000000	0.624124	0.375876	75842	45959	48010	80189	0	0	250000
chr1	62000000	62250000	0.574528	0.425472	68299	52153	54215	75333	0	0	250000
chr1	62250000	62500000	0.588320	0.411680	71323	50451	52469	75757	0	0	250000
chr1	62500000	62750000	0.589168	0.410432	73936	51557	51051	73356	100	0	250000
chr1	62750000	63000000	0.600856	0.399144	71545	49183	50603	78669	0	0	250000
chr1	63000000	63250000	0.596572	0.403428	73190	50497	50360	75953	0	0	250000
chr1	63250000	63500000	0.577916	0.422084	75115	53315	52206	69364	0	0	250000
chr1	63500000	63750000	0.583716	0.416284	67686	50766	53305	78243	0	0	250000
chr1	63750000	64000000	0.620132	0.379468	71974	46198	48669	83059	100	0	250000
chr1	64000000	64250000	0.627768	0.372232	75707	46133	46925	81235	0	0	250000
chr1	64250000	64500000	0.634704	0.365296	75883	44402	46922	82793	0	0	250000
chr1	64500000	64750000	0.619748	0.380252	76192	47090	47973	78745	0	0	250000
chr1	64750000	65000000	0.611024	0.388976	75298	48420	48824	77458	0	0	250000
chr1	65000000	65250000	0.629844	0.370156	79461	47024	45515	78000	0	0	250000
chr1	65250000	65500000	0.620648	0.379352	75722	48310	46528	79440	0	0	250000
chr1	65500000	65750000	0.602360	0.397640	74382	49184	50226	76208	0	0	250000
chr1	65750000	66000000	0.571596	0.428404	72665	54165	52936	70234	0	0	250000
chr1	66000000	66250000	0.582260	0.417740	73959	52415	52020	71606	0	0	250000
chr1	66250000	66500000	0.604896	0.395104	70506	49485	49291	80718	0	0	250000
chr1	66500000	66750000	0.588404	0.411596	74494	51805	51094	72607	0	0	250000
chr1	66750000	67000000	0.627488	0.372512	78154	46817	46311	78718	0	0	250000
chr1	67000000	67250000	0.626772	0.373228	76171	45782	47525	80522	0	0	250000
chr1	67250000	67500000	0.619804	0.380196	76064	47098	47951	78887	0	0	250000
chr1	67500000	67750000	0.632480	0.367120	75703	44909	46871	82417	100	0	250000
chr1	67750000	68000000	0.647172	0.352828	81535	44358	43849	80258	0	0	250000
chr1	68000000	68250000	0.644964	0.355036	80022	43982	44777	81219	0	0	250000
chr1	68250000	68500000	0.643136	0.356864	79953	45574	43642	80831	0	0	250000
chr1	68500000	68750000	0.615196	0.384328	78999	48432	47650	74800	119	0	250000
chr1	68750000	69000000	0.618160	0.381840	74503	47157	48303	80037	0	0	250000
chr1	69000000	69250000	0.619048	0.380952	73077	46458	48780	81685	0	0	250000
chr1	69250000	69500000	0.627500	0.372500	78240	47042	46083	78635	0	0	250000
chr1	69500000	69750000	0.626984	0.373016	77352	46643	46611	79394	0	0	250000
chr1	69750000	70000000	0.638780	0.360620	79128	44486	45669	80567	150	0	250000
chr1	70000000	70250000	0.644800	0.355200	80555	44810	43990	80645	0	0	250000
chr1	70250000	70500000	0.657864	0.341736	84147	43580	41854	80319	100	0	250000
chr1	70500000	70750000	0.657480	0.342520	84257	42932	42698	80113	0	0	250000
chr1	70750000	71000000	0.648096	0.351904	80555	44237	43739	81469	0	0	250000
chr1	71000000	71250000	0.641644	0.358356	79678	44594	44995	80733	0	0	250000
chr1	71250000	71500000	0.656748	0.343252	82297	43044	42769	81890	0	0	250000
chr1	71500000	71750000	0.654760	0.344844	82716	43342	42869	80974	99	0	250000
chr1	71750000	72000000	0.647944	0.352056	82128	44941	43073	79858	0	0	250000
chr1	72000000	72250000	0.643492	0.356508	81149	44800	44327	79724	0	0	250000
chr1	72250000	72500000	0.645344	0.354656	83393	44360	44304	77943	0	0	250000
chr1	72500000	72750000	0.652352	0.347648	81386	44124	42788	81702	0	0	250000
chr1	72750000	73000000	0.626768	0.373232	79702	47145	46163	76990	0	0	250000
chr1	73000000	73250000	0.625840	0.374160	78649	47455	46085	77811	0	0	250000
chr1	73250000	73500000	0.629644	0.370356	82298	47113	45476	75113	0	0	250000
chr1	73500000	73750000	0.629964	0.370036	78310	46743	45766	79181	0	0	250000
chr1	73750000	74000000	0.629336	0.370664	84326	46870	45796	73008	0	0	250000
chr1	74000000	74250000	0.610592	0.389408	75163	48730	48622	77485	0	0	250000
chr1	74250000	74500000	0.618168	0.381432	73523	47777	47581	81019	100	0	250000
chr1	74500000	74750000	0.601276	0.398724	70418	48317	51364	79901	0	0	250000
chr1	74750000	75000000	0.621204	0.378796	75351	47740	46959	79950	0	0	250000
chr1	75000000	75250000	0.616736	0.383264	78457	48157	47659	75727	0	0	250000
chr1	75250000	75500000	0.604564	0.395436	75263	49460	49399	75878	0	0	250000
chr1	75500000	75750000	0.623592	0.376408	81094	47835	46267	74804	0	0	250000
chr1	75750000	76000000	0.602356	0.397644	73159	49793	49618	77430	0	0	250000
chr1	76000000	76250000	0.605528	0.394472	81227	51646	46972	70155	0	0	250000
chr1	76250000	76500000	0.609128	0.385508	74287	47553	48824	77995	1341	0	250000
chr1	76500000	76750000	0.603608	0.396392	72690	48250	50848	78212	0	0	250000
chr1	76750000	77000000	0.628684	0.371316	76827	45092	47737	80344	0	0	250000
chr1	77000000	77250000	0.637032	0.362968	80477	44730	46012	78781	0	0	250000
chr1	77250000	77500000	0.642972	0.357028	81741	44433	44824	79002	0	0	250000
chr1	77500000	77750000	0.646916	0.353084	81409	43762	44509	80320	0	0	250000
chr1	77750000	78000000	0.646792	0.353208	81101	43757	44545	80597	0	0	250000
chr1	78000000	78250000	0.653784	0.345816	79776	43266	43188	83670	100	0	250000
chr1	78250000	78500000	0.645360	0.354640	80240	44458	44202	81100	0	0	250000
chr1	78500000	78750000	0.647756	0.352244	82258	44369	43692	79681	0	0	250000
chr1	78750000	79000000	0.658856	0.341144	84061	42512	42774	80653	0	0	250000
chr1	79000000	79250000	0.643716	0.355884	82280	45026	43945	78649	100	0	250000
chr1	79250000	79500000	0.644744	0.355256	82648	45381	43433	78538	0	0	250000
chr1	79500000	79750000	0.635756	0.364244	79593	46054	45007	79346	0	0	250000
chr1	79750000	80000000	0.624268	0.375732	78251	47227	46706	77816	0	0	250000
chr1	80000000	80250000	0.625076	0.374924	76322	46278	47453	79947	0	0	250000
chr1	80250000	80500000	0.639660	0.360340	75447	43535	46550	84468	0	0	250000
chr1	80500000	80750000	0.628552	0.371448	75451	45565	47297	81687	0	0	250000
chr1	80750000	81000000	0.637332	0.362668	78565	44967	45700	80768	0	0	250000
chr1	81000000	81250000	0.643820	0.356180	80084	44876	44169	80871	0	0	250000
chr1	81250000	81500000	0.628324	0.371276	77776	46579	46240	79305	100	0	250000
chr1	81500000	81750000	0.639816	0.360184	78705	44777	45269	81249	0	0	250000
chr1	81750000	82000000	0.622372	0.377628	78788	48308	46099	76805	0	0	250000
chr1	82000000	82250000	0.613808	0.386192	77811	49250	47298	75641	0	0	250000
chr1	82250000	82500000	0.631052	0.368948	79416	47202	45035	78347	0	0	250000
chr1	82500000	82750000	0.630228	0.369772	75611	46156	46287	81946	0	0	250000
chr1	82750000	83000000	0.610736	0.389264	78105	48808	48508	74579	0	0	250000
chr1	83000000	83250000	0.593396	0.406604	75544	52203	49448	72805	0	0	250000
chr1	83250000	83500000	0.598572	0.401428	78428	50159	50198	71215	0	0	250000
chr1	83500000	83750000	0.600744	0.399256	76638	50533	49281	73548	0	0	250000
chr1	83750000	84000000	0.599356	0.400644	77306	50754	49407	72533	0	0	250000
chr1	84000000	84250000	0.637896	0.362104	80089	45817	44709	79385	0	0	250000
chr1	84250000	84500000	0.639152	0.360848	83908	45985	44227	75880	0	0	250000
chr1	84500000	84750000	0.622208	0.377792	79308	48688	45760	76244	0	0	250000
chr1	84750000	85000000	0.618984	0.381016	80046	47820	47434	74700	0	0	250000
